reward
-6890.48428066
-2630.1102443999994
-1916.262705
-1618.9542541
-1567.60959201
-1629.6258993800002
-1578.5241719
-1576.6949960800002
-1521.5403802899996
-1521.38550858
-1547.3561229800002
-1501.8075373700003
-1525.7243972299996
-1482.6505962800002
-1508.63585772
-1568.9278657
-1518.7741042300001
-1490.73333826
-1519.7569053199998
-1542.09931151
-1532.03875478
-1527.4033967299997
-1493.85810205
-1536.08324051
-1535.1405721500005
-1543.8638338800001
-1562.4685457499997
-1522.1922852600003
-1514.0421367299998
-1579.4091666499999
-1569.5673941799998
-1556.69281664
-1533.5451243
-1519.4635924000002
-1523.2143687899998
-1555.0380527099999
-1584.9958833800001
-1539.39576401
-1565.8113496500002
-1532.04732391
-1511.7326112299997
-1526.2070628200004
-1547.89365653
-1551.8796742800002
-1558.83731452
-1536.59284193
-1568.4722615099995
-1524.19683474
-1566.2852026599999
-1526.8844042199999
-1561.7340096599999
-1611.8332331200002
-1559.7760318899996
-1527.9593330600003
-1566.43397318
-1533.0351208099999
-1511.21193378
-1543.17707604
-1520.8496975999997
-1535.45835104
-1543.54509562
-1495.7406712999998
-1512.63148843
-1528.0749967400002
-1556.18400982
-1517.1241660199998
-1507.5650288999998
-1530.7578205300003
-1550.8492517999996
-1540.2596117899998
-1556.7416131
-1556.0113823400002
-1525.35202815
-1506.0603972200001
-1543.34560043
-1559.7580023399998
-1501.1665139199997
-1578.0332434900004
-1527.7719035199996
-1527.01633613
-1543.98066639
-1525.2846865200002
-1510.3393862100004
-1563.9158984100002
-1517.2863601300005
-1524.2085674599998
-1539.6067675300003
-1521.6854386100003
-1480.50884425
-1586.0923360800005
-1532.47531109
-1542.12841316
-1540.4890370499998
-1594.6807729099999
-1552.1624539599998
-1529.26008534
-1533.86793702
-1590.93821688
-1586.01263607
-1507.7293105800002
