reward
-4275.106258219999
-2322.03278969
-1684.8692552199998
-1559.9999304199998
-1600.64719011
-1559.5609457699998
-1574.979279
-1586.2969785099997
-1488.83792293
-1498.47334139
-1524.69883941
-1496.0058144099999
-1526.6897066999998
-1521.1653863400002
-1536.0889288799997
-1544.73748354
-1557.7990147
-1528.9664503199997
-1497.2576056300002
-1494.15453756
-1513.8070017399996
-1485.0949282500003
-1491.1032701499998
-1487.4383544599998
-1479.6598093
-1511.6135919599997
-1476.2246718800002
-1486.80542917
-1497.6240947900003
-1528.23497756
-1525.0859096899999
-1497.8487383200002
-1571.2188918699997
-1537.1676555399995
-1555.41502282
-1575.63302362
-1526.9700457599997
-1503.7912311099997
-1538.9363190899999
-1559.4775788999998
-1546.487381
-1522.7147586499998
-1572.72932976
-1541.9748865800002
-1521.0849725500002
-1518.3752903399998
-1536.85926683
-1516.94504719
-1511.18544315
-1541.15689671
-1522.8718654399997
-1533.0086693599997
-1547.34125461
-1552.5567805700002
-1547.1660521800002
-1497.46852464
-1593.8854552299997
-1524.9666322399999
-1538.1467019700003
-1519.24211764
-1501.87778842
-1515.7907861899998
-1508.32070762
-1598.45650509
-1533.2038715400004
-1510.74153939
-1554.5570963500004
-1535.1013689800002
-1516.72356158
-1529.7908206500003
-1521.6670152600002
-1498.19439228
-1586.31881436
-1552.09108899
-1517.2220210100004
-1532.7387775500001
-1515.69754678
-1519.78306803
-1522.5714395599998
-1545.0443943800003
-1513.00960524
-1548.1396905899999
-1518.5128789900002
-1494.4200677700003
-1555.4745915599997
-1522.71585983
-1520.1452916499998
-1565.44894467
-1543.4025637900004
-1605.61629117
-1519.87055723
-1534.03469717
-1582.1102355999997
-1546.6523612800002
-1517.56019055
-1553.4375778
-1506.6920750099996
-1540.26633355
-1532.2465394999997
-1554.3385328099998
