reward
-6504.86143206
-2683.3442380899996
-1965.7877764700004
-1681.13948929
-1712.2957715599998
-1598.7944910300002
-1669.0966330200004
-1649.9225102
-1607.43533274
-1549.0469702700002
-1518.7108973600002
-1498.3565491399997
-1513.6296548
-1510.8859199
-1511.1743666500001
-1515.08704719
-1505.42017924
-1516.7750607899998
-1466.0422940999997
-1510.78531954
-1494.8366982100001
-1489.0978990800004
-1504.9150538200001
-1530.94763909
-1558.6578279700002
-1568.35162954
-1515.57074956
-1511.2230733100002
-1510.6230805799999
-1556.04587842
-1555.6285940400003
-1496.8407659799996
-1520.8815117600002
-1575.8727798700002
-1517.08223237
-1566.61037935
-1522.5284196999999
-1556.14907672
-1507.6967160699999
-1565.0971240999997
-1531.8411812399997
-1532.87296825
-1523.11194786
-1571.72751032
-1542.3128242499997
-1541.9933970800002
-1507.9065845500002
-1560.3280923700001
-1565.8522783800001
-1553.92813394
-1577.0197025799998
-1594.80295369
-1564.61441161
-1521.2951887099996
-1527.1519696399998
-1527.36543827
-1534.2708769600004
-1532.8481400399999
-1505.3178922399998
-1509.9824779499997
-1551.3839041300005
-1575.6895865400002
-1542.0999536900001
-1518.2273382799995
-1542.4980589599998
-1554.95878153
-1530.4715456299998
-1577.57840368
-1541.9587095100003
-1557.47831262
-1584.1557610500001
-1551.05094799
-1473.18452715
-1562.2403358299996
-1530.0116342699996
-1540.2239817600002
-1547.8673327900003
-1539.73301489
-1508.7364746899998
-1535.0351842700004
-1540.17541433
-1532.7220190799999
-1564.5302036899998
-1514.29603844
-1528.2216225599998
-1528.5627268099997
-1548.4474617399997
-1534.6557836100003
-1549.9842666900001
-1517.4639660700004
-1586.3006062799998
-1556.51604326
-1516.3335601600002
-1538.1919575400002
-1522.5652925000002
-1566.6727079500001
-1556.39612716
-1567.6750361999993
-1517.97013867
-1557.34274638
